Latitude (decimal degrees):	6.943
Longitude (decimal degrees):	-75.922
Elevation (m):	2179
Radiation database:	PVGIS-ERA5


Slope: 37 deg. (optimum)
Azimuth: - deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231118:1430,37.88,178.49,4.57,46.9,19.67,0.55,0.0
20231118:1530,37.21,268.62,6.7,57.39,19.8,0.69,0.0
20231118:1630,104.55,243.37,7.34,63.45,20.78,0.9,0.0
20231118:1730,50.74,259.36,6.76,62.0,20.98,0.9,0.0
20231118:1830,51.31,267.69,6.84,53.96,21.16,0.76,0.0
20231118:1930,17.54,190.98,4.56,42.56,20.78,1.1,0.0
20231118:2030,18.68,125.76,3.03,29.69,20.76,0.9,0.0
20231118:2130,45.69,84.2,2.08,16.13,20.29,0.97,0.0
20231118:2230,0.0,8.43,0.21,2.22,20.18,0.83,0.0
20231118:2330,0.0,0.0,0.0,0.0,19.59,0.69,0.0
20231119:0030,0.0,0.0,0.0,0.0,19.15,0.21,0.0
20231119:0130,0.0,0.0,0.0,0.0,18.88,0.34,0.0
20231119:0230,0.0,0.0,0.0,0.0,18.32,0.41,0.0
20231119:0330,0.0,0.0,0.0,0.0,17.93,0.41,0.0
20231119:0430,0.0,0.0,0.0,0.0,17.48,0.55,0.0
20231119:0530,0.0,0.0,0.0,0.0,17.35,0.62,0.0
20231119:0630,0.0,0.0,0.0,0.0,16.9,0.69,0.0
20231119:0730,0.0,0.0,0.0,0.0,16.67,0.76,0.0
20231119:0830,0.0,0.0,0.0,0.0,16.48,0.48,0.0
20231119:0930,0.0,0.0,0.0,0.0,16.55,0.28,0.0
20231119:1030,0.0,0.0,0.0,0.0,16.41,0.34,0.0
20231119:1130,0.0,27.38,0.67,7.16,16.51,0.34,0.0
20231119:1230,106.24,113.16,3.14,20.95,16.98,0.34,0.0
20231119:1330,210.75,161.95,5.73,34.28,17.68,0.62,0.0
20231119:1430,241.49,280.63,9.33,46.72,18.45,0.76,0.0
20231119:1530,219.66,255.87,9.21,57.17,19.92,0.83,0.0
20231119:1630,259.39,253.46,10.2,63.2,20.46,1.03,0.0
20231119:1730,120.82,276.75,8.3,61.81,20.74,1.03,0.0
20231119:1830,91.4,281.99,7.72,53.83,20.37,0.9,0.0
20231119:1930,214.12,225.39,7.59,42.49,21.03,1.03,0.0
20231119:2030,67.79,132.41,3.58,29.66,20.59,1.1,0.0
20231119:2130,6.51,65.8,1.53,16.13,20.08,0.9,0.0
20231119:2230,0.0,7.09,0.17,2.24,19.33,0.55,0.0
20231119:2330,0.0,0.0,0.0,0.0,18.15,0.48,0.0
20231120:0030,0.0,0.0,0.0,0.0,17.75,0.28,0.0
20231120:0130,0.0,0.0,0.0,0.0,17.58,0.21,0.0
20231120:0230,0.0,0.0,0.0,0.0,17.06,0.14,0.0
20231120:0330,0.0,0.0,0.0,0.0,16.75,0.21,0.0
20231120:0430,0.0,0.0,0.0,0.0,16.4,0.07,0.0
20231120:0530,0.0,0.0,0.0,0.0,16.29,0.14,0.0
20231120:0630,0.0,0.0,0.0,0.0,15.99,0.34,0.0
20231120:0730,0.0,0.0,0.0,0.0,16.02,0.21,0.0
20231120:0830,0.0,0.0,0.0,0.0,15.66,0.28,0.0
20231120:0930,0.0,0.0,0.0,0.0,15.8,0.21,0.0
20231120:1030,0.0,0.0,0.0,0.0,15.73,0.21,0.0
20231120:1130,0.0,22.6,0.55,7.06,15.77,0.21,0.0
20231120:1230,60.69,113.07,2.88,20.83,16.13,0.55,0.0
20231120:1330,150.03,206.28,6.02,34.14,17.22,0.55,0.0
20231120:1430,129.32,212.03,6.48,46.54,19.0,0.34,0.0
20231120:1530,461.36,198.54,11.85,56.95,19.92,0.34,0.0
20231120:1630,446.93,245.81,13.26,62.96,21.07,0.48,0.0
20231120:1730,307.1,258.71,11.0,61.61,22.0,0.76,0.0
20231120:1830,244.17,182.69,7.83,53.71,22.37,0.83,0.0
20231120:1930,101.59,145.86,4.57,42.43,20.68,0.48,0.0
20231120:2030,113.33,135.04,4.02,29.64,19.66,0.48,0.0
20231120:2130,124.61,56.86,1.91,16.14,19.28,0.34,0.0
20231120:2230,0.0,12.08,0.29,2.27,19.19,0.28,0.0
20231120:2330,0.0,0.0,0.0,0.0,18.61,0.48,0.0
20231121:0030,0.0,0.0,0.0,0.0,17.87,0.34,0.0
20231121:0130,0.0,0.0,0.0,0.0,17.68,0.41,0.0
20231121:0230,0.0,0.0,0.0,0.0,17.19,0.48,0.0
20231121:0330,0.0,0.0,0.0,0.0,17.15,0.14,0.0
20231121:0430,0.0,0.0,0.0,0.0,17.06,0.28,0.0
20231121:0530,0.0,0.0,0.0,0.0,16.9,0.07,0.0
20231121:0630,0.0,0.0,0.0,0.0,16.83,0.07,0.0
20231121:0730,0.0,0.0,0.0,0.0,17.13,0.28,0.0
20231121:0830,0.0,0.0,0.0,0.0,16.86,0.14,0.0
20231121:0930,0.0,0.0,0.0,0.0,16.59,0.34,0.0
20231121:1030,0.0,0.0,0.0,0.0,16.31,0.48,0.0
20231121:1130,0.0,31.16,0.76,6.96,16.47,0.48,0.0
20231121:1230,303.06,140.79,4.77,20.71,17.06,0.76,0.0
20231121:1330,470.05,204.14,9.08,33.99,18.82,0.69,0.0
20231121:1430,769.82,168.84,14.31,46.36,20.54,0.62,0.0
20231121:1530,701.2,174.77,15.27,56.74,22.06,0.48,0.0
20231121:1630,715.65,221.9,17.49,62.73,22.84,0.62,0.0
20231121:1730,497.27,196.84,12.96,61.43,23.1,0.76,0.0
20231121:1830,401.81,234.24,11.24,53.6,22.18,0.83,0.0
20231121:1930,304.84,196.09,8.08,42.37,21.79,1.1,0.0
20231121:2030,95.7,126.78,3.7,29.62,20.66,0.83,0.0
20231121:2130,80.64,57.05,1.68,16.14,19.97,0.55,0.0
20231121:2230,0.0,12.33,0.3,2.3,19.4,0.28,0.0
20231121:2330,0.0,0.0,0.0,0.0,19.07,0.28,0.0
20231122:0030,0.0,0.0,0.0,0.0,18.63,0.21,0.0
20231122:0130,0.0,0.0,0.0,0.0,17.91,0.28,0.0
20231122:0230,0.0,0.0,0.0,0.0,17.89,0.14,0.0
20231122:0330,0.0,0.0,0.0,0.0,17.87,0.21,0.0
20231122:0430,0.0,0.0,0.0,0.0,17.42,0.28,0.0
20231122:0530,0.0,0.0,0.0,0.0,17.18,0.28,0.0
20231122:0630,0.0,0.0,0.0,0.0,17.13,0.28,0.0
20231122:0730,0.0,0.0,0.0,0.0,17.0,0.28,0.0
20231122:0830,0.0,0.0,0.0,0.0,16.9,0.41,0.0
20231122:0930,0.0,0.0,0.0,0.0,16.58,0.41,0.0
20231122:1030,0.0,0.0,0.0,0.0,16.2,0.62,0.0
20231122:1130,0.0,31.2,0.76,6.86,16.01,0.62,0.0
20231122:1230,216.17,124.42,3.96,20.58,16.59,0.69,0.0
20231122:1330,507.54,219.94,9.7,33.84,17.94,0.55,0.0
20231122:1430,472.05,234.76,11.36,46.18,19.86,0.28,0.0
20231122:1530,667.69,195.55,15.07,56.53,21.28,0.34,0.0
20231122:1630,516.35,205.0,13.6,62.5,22.3,0.41,0.0
20231122:1730,589.17,184.24,14.29,61.24,22.48,0.9,0.0
20231122:1830,723.42,154.99,14.7,53.49,22.0,0.76,0.0
20231122:1930,372.62,183.81,8.67,42.31,22.39,0.76,0.0
20231122:2030,326.98,111.85,5.54,29.6,21.5,0.76,0.0
20231122:2130,165.68,74.83,2.44,16.15,20.65,0.41,0.0
20231122:2230,0.0,10.94,0.27,2.33,19.63,0.21,0.0
20231122:2330,0.0,0.0,0.0,0.0,18.48,0.41,0.0
20231123:0030,0.0,0.0,0.0,0.0,18.05,0.14,0.0
20231123:0130,0.0,0.0,0.0,0.0,17.9,0.07,0.0
20231123:0230,0.0,0.0,0.0,0.0,17.18,0.28,0.0
20231123:0330,0.0,0.0,0.0,0.0,16.32,0.34,0.0
20231123:0430,0.0,0.0,0.0,0.0,15.94,0.41,0.0
20231123:0530,0.0,0.0,0.0,0.0,15.55,0.41,0.0
20231123:0630,0.0,0.0,0.0,0.0,15.09,0.48,0.0
20231123:0730,0.0,0.0,0.0,0.0,14.88,0.41,0.0
20231123:0830,0.0,0.0,0.0,0.0,14.53,0.48,0.0
20231123:0930,0.0,0.0,0.0,0.0,14.39,0.48,0.0
20231123:1030,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20231123:1130,0.0,30.82,0.75,6.75,13.86,0.55,0.0
20231123:1230,218.33,131.79,4.08,20.46,15.06,0.55,0.0
20231123:1330,331.27,224.87,8.03,33.7,17.54,0.55,0.0
20231123:1430,681.35,216.75,13.82,46.01,19.76,0.41,0.0
20231123:1530,690.76,204.03,15.57,56.32,21.67,0.48,0.0
20231123:1630,615.91,203.73,15.29,62.28,22.83,0.76,0.0
20231123:1730,522.27,237.36,14.15,61.07,23.28,0.97,0.0
20231123:1830,461.44,242.68,12.28,53.38,23.24,1.03,0.0
20231123:1930,492.7,167.04,9.88,42.26,23.12,1.1,0.0
20231123:2030,408.78,133.22,6.68,29.59,22.78,1.17,0.0
20231123:2130,383.68,96.31,3.94,16.17,21.49,0.76,0.0
20231123:2230,0.0,9.14,0.22,2.37,20.5,0.41,0.0
20231123:2330,0.0,0.0,0.0,0.0,19.68,0.41,0.0
20231124:0030,0.0,0.0,0.0,0.0,18.92,0.48,0.0
20231124:0130,0.0,0.0,0.0,0.0,18.23,0.41,0.0
20231124:0230,0.0,0.0,0.0,0.0,17.94,0.55,0.0
20231124:0330,0.0,0.0,0.0,0.0,17.72,0.48,0.0
20231124:0430,0.0,0.0,0.0,0.0,17.43,0.62,0.0
20231124:0530,0.0,0.0,0.0,0.0,17.0,0.62,0.0
20231124:0630,0.0,0.0,0.0,0.0,16.87,0.55,0.0
20231124:0730,0.0,0.0,0.0,0.0,16.67,0.9,0.0
20231124:0830,0.0,0.0,0.0,0.0,16.16,1.03,0.0
20231124:0930,0.0,0.0,0.0,0.0,16.26,0.9,0.0
20231124:1030,0.0,0.0,0.0,0.0,16.3,0.9,0.0
20231124:1130,0.0,19.04,0.46,6.65,16.12,0.83,0.0
20231124:1230,512.53,123.17,5.88,20.34,16.24,0.83,0.0
20231124:1330,702.29,135.49,10.41,33.55,19.21,1.03,0.0
20231124:1430,747.63,157.74,13.71,45.83,20.94,0.97,0.0
20231124:1530,816.37,174.56,17.05,56.11,22.4,0.83,0.0
20231124:1630,808.21,136.72,17.4,62.07,23.41,0.62,0.0
20231124:1730,569.12,204.34,14.28,60.9,24.1,0.34,0.0
20231124:1830,388.94,199.93,10.34,53.28,23.54,0.76,0.0
20231124:1930,116.93,130.95,4.43,42.22,21.13,0.62,0.0
20231124:2030,201.08,160.76,5.28,29.58,20.13,0.76,0.0
20231124:2130,90.0,75.83,2.09,16.18,20.3,0.69,0.0
20231124:2230,0.0,11.24,0.27,2.41,19.91,0.62,0.0
20231124:2330,0.0,0.0,0.0,0.0,18.69,0.21,0.0
20231125:0030,0.0,0.0,0.0,0.0,18.33,0.34,0.0
20231125:0130,0.0,0.0,0.0,0.0,18.03,0.41,0.0
20231125:0230,0.0,0.0,0.0,0.0,18.04,0.41,0.0
20231125:0330,0.0,0.0,0.0,0.0,17.93,0.28,0.0
20231125:0430,0.0,0.0,0.0,0.0,17.8,0.14,0.0
20231125:0530,0.0,0.0,0.0,0.0,17.6,0.07,0.0
20231125:0630,0.0,0.0,0.0,0.0,17.53,0.21,0.0
20231125:0730,0.0,0.0,0.0,0.0,17.07,0.0,0.0
20231125:0830,0.0,0.0,0.0,0.0,16.9,0.34,0.0
20231125:0930,0.0,0.0,0.0,0.0,16.86,0.34,0.0
20231125:1030,0.0,0.0,0.0,0.0,16.86,0.34,0.0
20231125:1130,0.0,31.28,0.76,6.54,16.82,0.28,0.0
20231125:1230,236.66,139.92,4.3,20.21,17.34,0.48,0.0
20231125:1330,376.03,205.61,8.08,33.4,18.58,0.34,0.0
20231125:1430,374.23,187.79,9.12,45.66,20.09,0.34,0.0
20231125:1530,664.89,245.52,15.85,55.91,21.09,0.48,0.0
20231125:1630,496.69,229.05,13.65,61.86,22.86,0.76,0.0
20231125:1730,296.11,246.61,10.49,60.74,23.35,0.76,0.0
20231125:1830,405.85,275.7,12.07,53.19,21.51,1.03,0.0
20231125:1930,207.0,185.13,6.66,42.18,22.5,0.76,0.0
20231125:2030,99.25,118.33,3.55,29.57,20.92,0.69,0.0
20231125:2130,129.67,84.02,2.43,16.21,19.34,0.07,0.0
20231125:2230,0.0,13.0,0.32,2.45,19.08,0.28,0.0
20231125:2330,0.0,0.0,0.0,0.0,18.56,0.48,0.0
20231126:0030,0.0,0.0,0.0,0.0,18.39,0.34,0.0
20231126:0130,0.0,0.0,0.0,0.0,18.02,0.55,0.0
20231126:0230,0.0,0.0,0.0,0.0,17.47,0.48,0.0
20231126:0330,0.0,0.0,0.0,0.0,17.19,0.48,0.0
20231126:0430,0.0,0.0,0.0,0.0,16.76,0.48,0.0
20231126:0530,0.0,0.0,0.0,0.0,16.39,0.55,0.0
20231126:0630,0.0,0.0,0.0,0.0,16.04,0.55,0.0
20231126:0730,0.0,0.0,0.0,0.0,15.83,0.55,0.0
20231126:0830,0.0,0.0,0.0,0.0,15.23,0.55,0.0
20231126:0930,0.0,0.0,0.0,0.0,14.82,0.62,0.0
20231126:1030,0.0,0.0,0.0,0.0,14.73,0.69,0.0
20231126:1130,0.0,29.44,0.72,6.44,14.51,0.69,0.0
20231126:1230,190.27,147.61,4.17,20.09,15.06,0.97,0.0
20231126:1330,693.18,158.99,10.6,33.26,16.5,0.83,0.0
20231126:1430,882.14,124.07,14.98,45.48,19.5,0.55,0.0
20231126:1530,886.56,137.62,17.46,55.71,21.77,0.34,0.0
20231126:1630,775.93,158.59,17.15,61.65,23.27,0.34,0.0
20231126:1730,707.52,148.72,15.56,60.58,24.2,0.48,0.0
20231126:1830,698.42,141.12,13.99,53.1,24.21,0.62,0.0
20231126:1930,681.9,140.1,11.85,42.14,24.27,0.48,0.0
20231126:2030,534.65,109.94,7.54,29.57,24.15,0.55,0.0
20231126:2130,310.85,99.84,3.59,16.23,23.52,0.69,0.0
20231126:2230,0.0,10.44,0.26,2.49,22.41,0.76,0.0
20231126:2330,0.0,0.0,0.0,0.0,21.01,0.69,0.0
20231127:0030,0.0,0.0,0.0,0.0,20.38,0.62,0.0
20231127:0130,0.0,0.0,0.0,0.0,19.83,0.69,0.0
20231127:0230,0.0,0.0,0.0,0.0,19.27,0.69,0.0
20231127:0330,0.0,0.0,0.0,0.0,18.72,0.69,0.0
20231127:0430,0.0,0.0,0.0,0.0,18.14,0.76,0.0
20231127:0530,0.0,0.0,0.0,0.0,17.84,0.76,0.0
20231127:0630,0.0,0.0,0.0,0.0,17.66,0.62,0.0
20231127:0730,0.0,0.0,0.0,0.0,17.39,0.62,0.0
20231127:0830,0.0,0.0,0.0,0.0,17.07,0.55,0.0
20231127:0930,0.0,0.0,0.0,0.0,16.82,0.69,0.0
20231127:1030,0.0,0.0,0.0,0.0,16.74,0.69,0.0
20231127:1130,0.0,25.66,0.63,6.33,16.57,0.76,0.0
20231127:1230,543.88,136.05,6.18,19.96,17.39,0.62,0.0
20231127:1330,751.23,139.11,10.91,33.11,20.29,0.62,0.0
20231127:1430,880.01,149.06,15.32,45.31,22.12,0.41,0.0
20231127:1530,909.27,146.1,17.94,55.51,23.64,0.14,0.0
20231127:1630,933.74,129.69,19.39,61.45,24.95,0.07,0.0
20231127:1730,788.4,169.5,17.34,60.43,25.52,0.28,0.0
20231127:1830,815.92,121.71,15.49,53.02,25.53,0.41,0.0
20231127:1930,645.01,113.81,10.92,42.11,24.7,0.83,0.0
20231127:2030,513.09,125.14,7.56,29.57,23.8,0.83,0.0
20231127:2130,317.05,92.07,3.52,16.26,22.98,0.83,0.0
20231127:2230,0.0,9.35,0.23,2.54,22.2,0.76,0.0
20231127:2330,0.0,0.0,0.0,0.0,21.12,0.55,0.0
20231128:0030,0.0,0.0,0.0,0.0,20.2,0.48,0.0
20231128:0130,0.0,0.0,0.0,0.0,19.59,0.55,0.0
20231128:0230,0.0,0.0,0.0,0.0,18.8,0.83,0.0
20231128:0330,0.0,0.0,0.0,0.0,18.79,0.69,0.0
20231128:0430,0.0,0.0,0.0,0.0,18.69,0.55,0.0
20231128:0530,0.0,0.0,0.0,0.0,18.42,0.48,0.0
20231128:0630,0.0,0.0,0.0,0.0,18.15,0.48,0.0
20231128:0730,0.0,0.0,0.0,0.0,17.49,0.41,0.0
20231128:0830,0.0,0.0,0.0,0.0,17.27,0.55,0.0
20231128:0930,0.0,0.0,0.0,0.0,17.17,0.55,0.0
20231128:1030,0.0,0.0,0.0,0.0,17.08,0.55,0.0
20231128:1130,0.0,24.28,0.59,6.22,16.78,0.48,0.0
20231128:1230,543.21,130.08,6.08,19.83,17.58,0.48,0.0
20231128:1330,764.14,140.36,11.04,32.96,20.0,0.55,0.0
20231128:1430,932.86,124.64,15.64,45.15,21.78,0.62,0.0
20231128:1530,836.74,170.71,17.15,55.32,23.51,0.55,0.0
20231128:1630,878.37,131.46,18.39,61.26,24.43,0.69,0.0
20231128:1730,780.04,130.76,16.44,60.29,25.2,0.62,0.0
20231128:1830,640.2,183.64,13.83,52.94,25.41,0.48,0.0
20231128:1930,452.34,252.08,10.88,42.08,25.14,0.41,0.0
20231128:2030,326.66,177.42,6.67,29.58,23.76,0.9,0.0
20231128:2130,217.99,114.66,3.35,16.29,22.61,0.83,0.0
20231128:2230,0.0,12.58,0.31,2.59,21.4,0.76,0.0
20231128:2330,0.0,0.0,0.0,0.0,20.26,0.76,0.0
20231129:0030,0.0,0.0,0.0,0.0,19.18,0.55,0.0
20231129:0130,0.0,0.0,0.0,0.0,18.9,0.55,0.0
20231129:0230,0.0,0.0,0.0,0.0,18.37,0.62,0.0
20231129:0330,0.0,0.0,0.0,0.0,18.13,0.55,0.0
20231129:0430,0.0,0.0,0.0,0.0,17.94,0.41,0.0
20231129:0530,0.0,0.0,0.0,0.0,17.68,0.41,0.0
20231129:0630,0.0,0.0,0.0,0.0,17.44,0.34,0.0
20231129:0730,0.0,0.0,0.0,0.0,16.75,0.55,0.0
20231129:0830,0.0,0.0,0.0,0.0,16.56,0.62,0.0
20231129:0930,0.0,0.0,0.0,0.0,16.26,0.76,0.0
20231129:1030,0.0,0.0,0.0,0.0,16.01,0.76,0.0
20231129:1130,0.0,27.3,0.67,6.11,16.07,0.62,0.0
20231129:1230,275.94,160.13,4.78,19.71,16.54,0.55,0.0
20231129:1330,395.41,260.58,9.14,32.82,18.87,0.48,0.0
20231129:1430,546.36,271.71,12.82,44.98,20.48,0.41,0.0
20231129:1530,690.03,224.69,15.73,55.14,21.88,0.21,0.0
20231129:1630,762.66,212.81,17.83,61.07,23.07,0.0,0.0
20231129:1730,609.95,188.69,14.56,60.15,23.89,0.41,0.0
20231129:1830,466.34,237.6,12.19,52.87,23.86,0.55,0.0
20231129:1930,502.1,177.91,10.16,42.06,22.71,0.97,0.0
20231129:2030,386.0,123.04,6.29,29.59,21.64,0.76,0.0
20231129:2130,143.7,101.06,2.8,16.33,20.85,0.55,0.0
20231129:2230,0.0,8.72,0.21,2.65,19.18,0.41,0.0
20231129:2330,0.0,0.0,0.0,0.0,18.86,0.34,0.0
20231130:0030,0.0,0.0,0.0,0.0,18.3,0.28,0.0
20231130:0130,0.0,0.0,0.0,0.0,17.99,0.34,0.0
20231130:0230,0.0,0.0,0.0,0.0,17.61,0.28,0.0
20231130:0330,0.0,0.0,0.0,0.0,17.41,0.41,0.0
20231130:0430,0.0,0.0,0.0,0.0,17.02,0.55,0.0
20231130:0530,0.0,0.0,0.0,0.0,16.98,0.48,0.0
20231130:0630,0.0,0.0,0.0,0.0,16.67,0.55,0.0
20231130:0730,0.0,0.0,0.0,0.0,16.63,0.55,0.0
20231130:0830,0.0,0.0,0.0,0.0,16.44,0.62,0.0
20231130:0930,0.0,0.0,0.0,0.0,16.3,0.55,0.0
20231130:1030,0.0,0.0,0.0,0.0,16.07,0.62,0.0
20231130:1130,0.0,25.16,0.61,6.0,16.07,0.69,0.0
20231130:1230,312.75,147.95,4.79,19.58,16.41,0.69,0.0
20231130:1330,626.19,160.32,9.79,32.68,18.69,0.76,0.0
20231130:1430,800.65,169.86,14.45,44.81,20.41,0.9,0.0
20231130:1530,732.19,164.81,15.28,54.95,21.95,0.83,0.0
20231130:1630,657.81,150.87,14.79,60.89,22.87,0.83,0.0
20231130:1730,669.21,149.47,14.81,60.02,23.42,0.9,0.0
20231130:1830,756.81,151.65,15.04,52.8,23.89,1.17,0.0
20231130:1930,624.95,171.9,11.62,42.04,23.78,1.17,0.0
20231130:2030,447.23,132.08,7.03,29.61,23.42,1.17,0.0
20231130:2130,357.38,91.23,3.75,16.36,22.71,1.03,0.0
20231130:2230,0.0,12.24,0.3,2.71,21.82,0.9,0.0
20231130:2330,0.0,0.0,0.0,0.0,20.56,0.62,0.0
20231201:0030,0.0,0.0,0.0,0.0,20.09,0.55,0.0
20231201:0130,0.0,0.0,0.0,0.0,19.53,0.55,0.0
20231201:0230,0.0,0.0,0.0,0.0,19.02,0.62,0.0
20231201:0330,0.0,0.0,0.0,0.0,18.56,0.55,0.0
20231201:0430,0.0,0.0,0.0,0.0,18.14,0.55,0.0
20231201:0530,0.0,0.0,0.0,0.0,17.68,0.48,0.0
20231201:0630,0.0,0.0,0.0,0.0,17.13,0.55,0.0
20231201:0730,0.0,0.0,0.0,0.0,16.09,0.48,0.0
20231201:0830,0.0,0.0,0.0,0.0,15.54,0.48,0.0
20231201:0930,0.0,0.0,0.0,0.0,15.09,0.48,0.0
20231201:1030,0.0,0.0,0.0,0.0,14.62,0.55,0.0
20231201:1130,0.0,20.42,0.5,5.89,14.08,0.62,0.0
20231201:1230,451.04,146.83,5.59,19.45,14.48,0.48,0.0
20231201:1330,695.81,153.24,10.39,32.53,18.19,0.41,0.0
20231201:1430,973.81,105.89,15.81,44.65,20.87,0.28,0.0
20231201:1530,923.57,131.35,17.76,54.77,22.62,0.28,0.0
20231201:1630,888.01,115.1,18.15,60.72,23.77,0.34,0.0
20231201:1730,677.75,179.72,15.52,59.89,24.55,0.34,0.0
20231201:1830,654.58,249.88,15.22,52.74,24.67,0.41,0.0
20231201:1930,337.13,239.98,9.28,42.03,25.39,0.55,0.0
20231201:2030,420.97,172.97,7.45,29.63,24.61,0.9,0.0
20231201:2130,418.2,104.83,4.29,16.41,23.6,0.97,0.0
20231201:2230,0.0,12.96,0.32,2.77,22.56,0.76,0.0
20231201:2330,0.0,0.0,0.0,0.0,20.91,0.62,0.0
20231202:0030,0.0,0.0,0.0,0.0,20.23,0.55,0.0
20231202:0130,0.0,0.0,0.0,0.0,19.21,0.48,0.0
20231202:0230,0.0,0.0,0.0,0.0,18.68,0.41,0.0
20231202:0330,0.0,0.0,0.0,0.0,18.46,0.41,0.0
20231202:0430,0.0,0.0,0.0,0.0,18.2,0.41,0.0
20231202:0530,0.0,0.0,0.0,0.0,17.83,0.34,0.0
20231202:0630,0.0,0.0,0.0,0.0,17.73,0.41,0.0
20231202:0730,0.0,0.0,0.0,0.0,17.58,0.48,0.0
20231202:0830,0.0,0.0,0.0,0.0,17.21,0.62,0.0
20231202:0930,0.0,0.0,0.0,0.0,16.9,0.69,0.0
20231202:1030,0.0,0.0,0.0,0.0,16.63,0.69,0.0
20231202:1130,0.0,19.33,0.47,5.77,16.34,0.62,0.0
20231202:1230,589.03,120.33,6.17,19.33,16.54,0.48,0.0
20231202:1330,662.96,144.08,9.88,32.39,19.12,0.69,0.0
20231202:1430,888.69,138.48,15.09,44.49,20.96,0.69,0.0
20231202:1530,915.25,153.47,17.97,54.6,22.72,0.48,0.0
20231202:1630,966.17,132.61,19.82,60.55,23.98,0.21,0.0
20231202:1730,961.03,125.66,19.42,59.77,24.96,0.41,0.0
20231202:1830,878.49,151.57,16.93,52.69,25.91,0.48,0.0
20231202:1930,849.65,128.02,13.85,42.02,25.82,0.48,0.0
20231202:2030,536.94,148.93,8.17,29.65,25.64,0.69,0.0
20231202:2130,380.14,117.2,4.23,16.45,24.15,1.03,0.0
20231202:2230,0.0,12.5,0.31,2.83,22.43,0.69,0.0
20231202:2330,0.0,0.0,0.0,0.0,21.04,0.55,0.0
20231203:0030,0.0,0.0,0.0,0.0,19.74,0.55,0.0
20231203:0130,0.0,0.0,0.0,0.0,19.28,0.48,0.0
20231203:0230,0.0,0.0,0.0,0.0,19.24,0.41,0.0
20231203:0330,0.0,0.0,0.0,0.0,18.89,0.48,0.0
20231203:0430,0.0,0.0,0.0,0.0,18.7,0.55,0.0
20231203:0530,0.0,0.0,0.0,0.0,18.25,0.55,0.0
20231203:0630,0.0,0.0,0.0,0.0,17.81,0.62,0.0
20231203:0730,0.0,0.0,0.0,0.0,17.86,0.55,0.0
20231203:0830,0.0,0.0,0.0,0.0,17.54,0.41,0.0
20231203:0930,0.0,0.0,0.0,0.0,17.17,0.48,0.0
20231203:1030,0.0,0.0,0.0,0.0,16.85,0.55,0.0
20231203:1130,0.0,18.91,0.46,5.66,16.41,0.62,0.0
20231203:1230,454.29,117.21,5.18,19.2,16.67,0.69,0.0
20231203:1330,743.45,117.4,10.34,32.25,18.82,0.62,0.0
20231203:1430,883.18,145.21,15.09,44.33,20.87,0.55,0.0
20231203:1530,938.72,126.42,17.84,54.43,22.71,0.28,0.0
20231203:1630,943.93,122.59,19.2,60.39,23.84,0.21,0.0
20231203:1730,801.75,118.07,16.47,59.66,24.57,0.07,0.0
20231203:1830,761.68,192.96,15.82,52.64,24.38,0.41,0.0
20231203:1930,740.9,169.33,13.08,42.01,24.99,0.41,0.0
20231203:2030,517.26,152.26,8.03,29.68,24.95,0.76,0.0
20231203:2130,331.25,109.9,3.88,16.5,24.08,1.1,0.0
20231203:2230,0.0,12.5,0.31,2.9,22.63,0.9,0.0
20231203:2330,0.0,0.0,0.0,0.0,21.46,0.76,0.0
20231204:0030,0.0,0.0,0.0,0.0,20.04,0.62,0.0
20231204:0130,0.0,0.0,0.0,0.0,19.44,0.55,0.0
20231204:0230,0.0,0.0,0.0,0.0,19.13,0.62,0.0
20231204:0330,0.0,0.0,0.0,0.0,18.78,0.69,0.0
20231204:0430,0.0,0.0,0.0,0.0,18.51,0.69,0.0
20231204:0530,0.0,0.0,0.0,0.0,18.22,0.62,0.0
20231204:0630,0.0,0.0,0.0,0.0,17.75,0.69,0.0
20231204:0730,0.0,0.0,0.0,0.0,17.36,0.62,0.0
20231204:0830,0.0,0.0,0.0,0.0,16.88,0.76,0.0
20231204:0930,0.0,0.0,0.0,0.0,16.65,0.76,0.0
20231204:1030,0.0,0.0,0.0,0.0,16.35,0.76,0.0
20231204:1130,0.0,23.65,0.58,5.55,16.05,0.69,0.0
20231204:1230,348.95,143.16,4.85,19.07,15.82,0.9,0.0
20231204:1330,609.58,173.48,9.71,32.11,18.46,0.69,0.0
20231204:1430,844.77,139.63,14.43,44.18,20.78,0.76,0.0
20231204:1530,879.67,127.33,16.86,54.26,22.52,0.62,0.0
20231204:1630,803.27,165.3,17.48,60.23,23.93,0.41,0.0
20231204:1730,926.87,134.99,18.94,59.56,24.75,0.21,0.0
20231204:1830,741.29,144.47,14.63,52.59,25.31,0.28,0.0
20231204:1930,546.79,157.01,10.36,42.02,24.48,0.48,0.0
20231204:2030,390.55,114.88,6.22,29.71,23.77,0.69,0.0
20231204:2130,339.95,91.53,3.69,16.55,22.85,0.97,0.0
20231204:2230,0.0,11.87,0.29,2.97,21.92,0.76,0.0
20231204:2330,0.0,0.0,0.0,0.0,20.77,0.69,0.0
20231205:0030,0.0,0.0,0.0,0.0,19.88,0.69,0.0
20231205:0130,0.0,0.0,0.0,0.0,19.13,0.76,0.0
